Sample,T_C,final_T,P_bar,final_P,DNNO,DFMQ,logfO2,SiO2,TiO2,Al2O3,Fe2O3,FeO,Fe2O3T,FeOT,MnO,MgO,CaO,Na2O,K2O,P2O5,H2O,CO2ppm,STppm,Xppm,Fe3FeT,S6ST,wt_g,initial_CO2wtpc,xg_O2,xg_CO,xg_H2,xg_S2,fS2,total_mass_g,gas_volume,melt_volume,crystallisation_pc,bulk 34S/32S,bulk d34S,Notes,logfS2,,
Hawaii high Si,1200,,,,,0,,51.28782609,2.503478261,13.70347826,,,,11.03565217,0.017826087,6.699130435,11.03173913,2.274782609,0.431304348,0.210869565,6.5,0,10000,,0.287,,,,,,,,,,,,,,,,,,
Hawaii high Si,1200,,,,,0,,51.28782609,2.503478261,13.70347826,,,,11.03565217,0.017826087,6.699130435,11.03173913,2.274782609,0.431304348,0.210869565,7,0,10000,,0.277,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mars,1200,,,,,-3.7,,51.28782609,2.503478261,13.70347826,,,,11.03565217,0.017826087,6.699130435,11.03173913,2.274782609,0.431304348,0.210869565,0.0146,265,634,,,,,,,,,,,,,,,,,,,,
mars,1200,,,,,-3.7,,51.28782609,2.503478261,13.70347826,,,,11.03565217,0.017826087,6.699130435,11.03173913,2.274782609,0.431304348,0.210869565,0.0251,1601,930,,,,,,,,,,,,,,,,,,,,
mars,1200,,,,,-3.7,,51.28782609,2.503478261,13.70347826,,,,11.03565217,0.017826087,6.699130435,11.03173913,2.274782609,0.431304348,0.210869565,0.0183,582,902,,,,,,,,,,,,,,,,,,,,
mars,1200,,,,,-3.7,,51.28782609,2.503478261,13.70347826,,,,11.03565217,0.017826087,6.699130435,11.03173913,2.274782609,0.431304348,0.210869565,0.0458,2655,623,,,,,,,,,,,,,,,,,,,,
mars,1200,,,,,-3.7,,51.28782609,2.503478261,13.70347826,,,,11.03565217,0.017826087,6.699130435,11.03173913,2.274782609,0.431304348,0.210869565,0.0466,1484,63,,,,,,,,,,,,,,,,,,,,
mars,1200,,,,,-3.7,,51.28782609,2.503478261,13.70347826,,,,11.03565217,0.017826087,6.699130435,11.03173913,2.274782609,0.431304348,0.210869565,0.0841,2928,185,,,,,,,,,,,,,,,,,,,,
mars,1200,,,,,-3.7,,51.28782609,2.503478261,13.70347826,,,,11.03565217,0.017826087,6.699130435,11.03173913,2.274782609,0.431304348,0.210869565,0.00271,52,1974,,,,,,,,,,,,,,,,,,,,
mars,1200,,,,,-3.7,,51.28782609,2.503478261,13.70347826,,,,11.03565217,0.017826087,6.699130435,11.03173913,2.274782609,0.431304348,0.210869565,0.00346,166,2443,,,,,,,,,,,,,,,,,,,,
mars,1200,,,,,-3.7,,51.28782609,2.503478261,13.70347826,,,,11.03565217,0.017826087,6.699130435,11.03173913,2.274782609,0.431304348,0.210869565,0.00205,97,2189,,,,,,,,,,,,,,,,,,,,
mars,1200,,,,,-3.7,,51.28782609,2.503478261,13.70347826,,,,11.03565217,0.017826087,6.699130435,11.03173913,2.274782609,0.431304348,0.210869565,0.00528,145,2586,,,,,,,,,,,,,,,,,,,,
mars,1200,,,,,-3.7,,51.28782609,2.503478261,13.70347826,,,,11.03565217,0.017826087,6.699130435,11.03173913,2.274782609,0.431304348,0.210869565,0.00256,17.9,2611,,,,,,,,,,,,,,,,,,,,
mars,1200,,,,,-3.7,,51.28782609,2.503478261,13.70347826,,,,11.03565217,0.017826087,6.699130435,11.03173913,2.274782609,0.431304348,0.210869565,0.00177,4.7,2952,,,,,,,,,,,,,,,,,,,,
mars,1200,,,,,-3.7,,51.28782609,2.503478261,13.70347826,,,,11.03565217,0.017826087,6.699130435,11.03173913,2.274782609,0.431304348,0.210869565,0.00275,34.4,3016,,,,,,,,,,,,,,,,,,,,
mars,1200,,,,,-3.7,,51.28782609,2.503478261,13.70347826,,,,11.03565217,0.017826087,6.699130435,11.03173913,2.274782609,0.431304348,0.210869565,0.0037,56,3125,,,,,,,,,,,,,,,,,,,,
mars,1200,,,,,-3.7,,51.28782609,2.503478261,13.70347826,,,,11.03565217,0.017826087,6.699130435,11.03173913,2.274782609,0.431304348,0.210869565,0.00387,30,3000,,,,,,,,,,,,,,,,,,,,
mars,1200,,,,,-3.7,,51.28782609,2.503478261,13.70347826,,,,11.03565217,0.017826087,6.699130435,11.03173913,2.274782609,0.431304348,0.210869565,0.1872,240,82,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B5,1200,,,,,-4.7,,51.28782609,2.503478261,13.70347826,,,,11.03565217,0.017826087,6.699130435,11.03173913,2.274782609,0.431304348,0.210869565,0.001537271,1.7720955,160.6716797,,,,,,,,,,,,,,,,,,,,
B19,1200,,,,,-4.7,,51.28782609,2.503478261,13.70347826,,,,11.03565217,0.017826087,6.699130435,11.03173913,2.274782609,0.431304348,0.210869565,0.002213862,1.50984876,237.8056193,,,,,,,,,,,,,,,,,,,,
B24,1200,,,,,-4.7,,51.28782609,2.503478261,13.70347826,,,,11.03565217,0.017826087,6.699130435,11.03173913,2.274782609,0.431304348,0.210869565,0.000973013,1.50137679,129.3478437,,,,,,,,,,,,,,,,,,,,
B26,1200,,,,,-4.7,,51.28782609,2.503478261,13.70347826,,,,11.03565217,0.017826087,6.699130435,11.03173913,2.274782609,0.431304348,0.210869565,0.001665291,1.3688832,171.3008477,,,,,,,,,,,,,,,,,,,,
B31,1200,,,,,-4.7,,51.28782609,2.503478261,13.70347826,,,,11.03565217,0.017826087,6.699130435,11.03173913,2.274782609,0.431304348,0.210869565,0.001676051,1.47439014,210.9830749,,,,,,,,,,,,,,,,,,,,
C2,1200,,,,,-4.7,,51.28782609,2.503478261,13.70347826,,,,11.03565217,0.017826087,6.699130435,11.03173913,2.274782609,0.431304348,0.210869565,0.001176677,1.57697283,127.6809969,,,,,,,,,,,,,,,,,,,,
C3,1200,,,,,-4.7,,51.28782609,2.503478261,13.70347826,,,,11.03565217,0.017826087,6.699130435,11.03173913,2.274782609,0.431304348,0.210869565,0.001000821,1.62681876,169.9641493,,,,,,,,,,,,,,,,,,,,
C6,1200,,,,,-4.7,,51.28782609,2.503478261,13.70347826,,,,11.03565217,0.017826087,6.699130435,11.03173913,2.274782609,0.431304348,0.210869565,0.000774988,1.7565552,131.4012057,,,,,,,,,,,,,,,,,,,,
C7,1200,,,,,-4.7,,51.28782609,2.503478261,13.70347826,,,,11.03565217,0.017826087,6.699130435,11.03173913,2.274782609,0.431304348,0.210869565,0.001240914,1.6785195,99.77137851,,,,,,,,,,,,,,,,,,,,
C10,1200,,,,,-4.7,,51.28782609,2.503478261,13.70347826,,,,11.03565217,0.017826087,6.699130435,11.03173913,2.274782609,0.431304348,0.210869565,0.000893414,1.50809421,67.36610519,,,,,,,,,,,,,,,,,,,,
C11,1200,,,,,-4.7,,51.28782609,2.503478261,13.70347826,,,,11.03565217,0.017826087,6.699130435,11.03173913,2.274782609,0.431304348,0.210869565,0.00073817,1.724472,79.00907035,,,,,,,,,,,,,,,,,,,,
C12,1200,,,,,-4.7,,51.28782609,2.503478261,13.70347826,,,,11.03565217,0.017826087,6.699130435,11.03173913,2.274782609,0.431304348,0.210869565,0.000825807,1.62346005,93.93338851,,,,,,,,,,,,,,,,,,,,
C13,1200,,,,,-4.7,,51.28782609,2.503478261,13.70347826,,,,11.03565217,0.017826087,6.699130435,11.03173913,2.274782609,0.431304348,0.210869565,0.0007219,1.42989141,98.12868891,,,,,,,,,,,,,,,,,,,,
C16,1200,,,,,-4.7,,51.28782609,2.503478261,13.70347826,,,,11.03565217,0.017826087,6.699130435,11.03173913,2.274782609,0.431304348,0.210869565,0.000720215,1.63716225,89.23078691,,,,,,,,,,,,,,,,,,,,
C17,1200,,,,,-4.7,,51.28782609,2.503478261,13.70347826,,,,11.03565217,0.017826087,6.699130435,11.03173913,2.274782609,0.431304348,0.210869565,0.000690074,1.51801995,93.33751091,,,,,,,,,,,,,,,,,,,,
C20,1200,,,,,-4.7,,51.28782609,2.503478261,13.70347826,,,,11.03565217,0.017826087,6.699130435,11.03173913,2.274782609,0.431304348,0.210869565,0.000760728,1.35175545,118.4046321,,,,,,,,,,,,,,,,,,-17,,-17
C24,1200,,,,,-4.7,,51.28782609,2.503478261,13.70347826,,,,11.03565217,0.017826087,6.699130435,11.03173913,2.274782609,0.431304348,0.210869565,0.001508361,1.8360948,139.3006101,,,,,,,,,,,,,,,,,,,,
C27,1200,,,,,-4.7,,51.28782609,2.503478261,13.70347826,,,,11.03565217,0.017826087,6.699130435,11.03173913,2.274782609,0.431304348,0.210869565,0.000722743,1.7548842,121.9637929,,,,,,,,,,,,,,,,,,-17,,-17
C29,1200,,,,,-4.7,,51.28782609,2.503478261,13.70347826,,,,11.03565217,0.017826087,6.699130435,11.03173913,2.274782609,0.431304348,0.210869565,0.000771617,1.7355006,97.02551011,,,,,,,,,,,,,,,,,,-17,,-17
C32,1200,,,,,-4.7,,51.28782609,2.503478261,13.70347826,,,,11.03565217,0.017826087,6.699130435,11.03173913,2.274782609,0.431304348,0.210869565,0.000692472,1.27503984,134.7751613,,,,,,,,,,,,,,,,,,0,,-17
C33,1200,,,,,-4.7,,51.28782609,2.503478261,13.70347826,,,,11.03565217,0.017826087,6.699130435,11.03173913,2.274782609,0.431304348,0.210869565,0.000723456,1.21022175,114.2415413,,,,,,,,,,,,,,,,,,0,,-17
C34,1200,,,,,-4.7,,51.28782609,2.503478261,13.70347826,,,,11.03565217,0.017826087,6.699130435,11.03173913,2.274782609,0.431304348,0.210869565,0.000800008,1.48097388,119.0407717,,,,,,,,,,,,,,,,,,0,,-17
D36,1200,,,,,-4.7,,51.28782609,2.503478261,13.70347826,,,,11.03565217,0.017826087,6.699130435,11.03173913,2.274782609,0.431304348,0.210869565,0.001098375,1.09321833,88.30476091,,,,,,,,,,,,,,,,,,0,,-17
D51,1200,,,,,-4.7,,51.28782609,2.503478261,13.70347826,,,,11.03565217,0.017826087,6.699130435,11.03173913,2.274782609,0.431304348,0.210869565,0.003105008,1.37541681,104.2163033,,,,,,,,,,,,,,,,,,0,,-17
D56,1200,,,,,-4.7,,51.28782609,2.503478261,13.70347826,,,,11.03565217,0.017826087,6.699130435,11.03173913,2.274782609,0.431304348,0.210869565,0.003276262,1.7080962,363.8015221,,,,,,,,,,,,,,,,,,0,,-17
D68,1200,,,,,-4.7,,51.28782609,2.503478261,13.70347826,,,,11.03565217,0.017826087,6.699130435,11.03173913,2.274782609,0.431304348,0.210869565,0.000823084,1.6765143,109.6838829,,,,,,,,,,,,,,,,,,0,,-17
D75,1200,,,,,-4.7,,51.28782609,2.503478261,13.70347826,,,,11.03565217,0.017826087,6.699130435,11.03173913,2.274782609,0.431304348,0.210869565,0.001998465,1.23368259,163.5947009,,,,,,,,,,,,,,,,,,0,,-17
D77,1200,,,,,-4.7,,51.28782609,2.503478261,13.70347826,,,,11.03565217,0.017826087,6.699130435,11.03173913,2.274782609,0.431304348,0.210869565,0.004505509,1.41508635,226.8543553,,,,,,,,,,,,,,,,,,0,,-17
15426L-3,1200,,,,,-4.7,,51.28782609,2.503478261,13.70347826,,,,11.03565217,0.017826087,6.699130435,11.03173913,2.274782609,0.431304348,0.210869565,0.001609552,1.481299816,180.4912318,,,,,,,,,,,,,,,,,,0,,-17
15426L-8,1200,,,,,-4.7,,51.28782609,2.503478261,13.70347826,,,,11.03565217,0.017826087,6.699130435,11.03173913,2.274782609,0.431304348,0.210869565,0.003379651,1.434479563,221.9916006,,,,,,,,,,,,,,,,,,0,,-17
15426L-11,1200,,,,,-4.7,,51.28782609,2.503478261,13.70347826,,,,11.03565217,0.017826087,6.699130435,11.03173913,2.274782609,0.431304348,0.210869565,0.000813271,1.374030126,121.331864,,,,,,,,,,,,,,,,,,0,,-17
15426L-18,1200,,,,,-4.7,,51.28782609,2.503478261,13.70347826,,,,11.03565217,0.017826087,6.699130435,11.03173913,2.274782609,0.431304348,0.210869565,0.000478575,1.335547726,73.91073916,,,,,,,,,,,,,,,,,,0,,-17
15426L-19,1200,,,,,-4.7,,51.28782609,2.503478261,13.70347826,,,,11.03565217,0.017826087,6.699130435,11.03173913,2.274782609,0.431304348,0.210869565,0.000917076,1.351261373,143.6448526,,,,,,,,,,,,,,,,,,0,,-17
15426L-22,1200,,,,,-4.7,,51.28782609,2.503478261,13.70347826,,,,11.03565217,0.017826087,6.699130435,11.03173913,2.274782609,0.431304348,0.210869565,0.001481777,1.54158891,228.662778,,,,,,,,,,,,,,,,,,0,,-17
15426L-25,1200,,,,,-4.7,,51.28782609,2.503478261,13.70347826,,,,11.03565217,0.017826087,6.699130435,11.03173913,2.274782609,0.431304348,0.210869565,0.003392792,1.62721225,230.8245424,,,,,,,,,,,,,,,,,,0,,-17
15426L-26,1200,,,,,-4.7,,51.28782609,2.503478261,13.70347826,,,,11.03565217,0.017826087,6.699130435,11.03173913,2.274782609,0.431304348,0.210869565,0.001650503,1.442336386,167.6927604,,,,,,,,,,,,,,,,,,0,,-17
15426L-31,1200,,,,,-4.7,,51.28782609,2.503478261,13.70347826,,,,11.03565217,0.017826087,6.699130435,11.03173913,2.274782609,0.431304348,0.210869565,0.000993071,1.31165657,165.2693812,,,,,,,,,,,,,,,,,,,,
15426L-33,1200,,,,,-4.7,,51.28782609,2.503478261,13.70347826,,,,11.03565217,0.017826087,6.699130435,11.03173913,2.274782609,0.431304348,0.210869565,0.000506286,1.56083011,96.41649656,,,,,,,,,,,,,,,,,,,,
15426L-34,1200,,,,,-4.7,,51.28782609,2.503478261,13.70347826,,,,11.03565217,0.017826087,6.699130435,11.03173913,2.274782609,0.431304348,0.210869565,0.001396675,1.18514568,143.465853,,,,,,,,,,,,,,,,,,,,
15426L-36,1200,,,,,-4.7,,51.28782609,2.503478261,13.70347826,,,,11.03565217,0.017826087,6.699130435,11.03173913,2.274782609,0.431304348,0.210869565,0.002685846,1.59161603,227.3753578,,,,,,,,,,,,,,,,,,,,
15426L-42,1200,,,,,-4.7,,51.28782609,2.503478261,13.70347826,,,,11.03565217,0.017826087,6.699130435,11.03173913,2.274782609,0.431304348,0.210869565,0.002635051,1.137844396,232.9105762,,,,,,,,,,,,,,,,,,,,
B21,1200,,,,,-4.7,,51.28782609,2.503478261,13.70347826,,,,11.03565217,0.017826087,6.699130435,11.03173913,2.274782609,0.431304348,0.210869565,0.003258437,1.9612527,523.4564569,,,,,,,,,,,,,,,,,,,,
D3,1200,,,,,-4.7,,51.28782609,2.503478261,13.70347826,,,,11.03565217,0.017826087,6.699130435,11.03173913,2.274782609,0.431304348,0.210869565,0.003697398,1.66162569,409.0399053,,,,,,,,,,,,,,,,,,,,
D16,1200,,,,,-4.7,,51.28782609,2.503478261,13.70347826,,,,11.03565217,0.017826087,6.699130435,11.03173913,2.274782609,0.431304348,0.210869565,0.005302859,2.0155602,582.2067673,,,,,,,,,,,,,,,,,,,,
D17,1200,,,,,-4.7,,51.28782609,2.503478261,13.70347826,,,,11.03565217,0.017826087,6.699130435,11.03173913,2.274782609,0.431304348,0.210869565,0.003965039,1.36843203,478.8058989,,,,,,,,,,,,,,,,,,,,
D21,1200,,,,,-4.7,,51.28782609,2.503478261,13.70347826,,,,11.03565217,0.017826087,6.699130435,11.03173913,2.274782609,0.431304348,0.210869565,0.002202454,1.27575837,289.0349881,,,,,,,,,,,,,,,,,,,,
D27,1200,,,,,-4.7,,51.28782609,2.503478261,13.70347826,,,,11.03565217,0.017826087,6.699130435,11.03173913,2.274782609,0.431304348,0.210869565,0.003023788,1.45734594,434.6062753,,,,,,,,,,,,,,,,,,,,
D34,1200,,,,,-4.7,,51.28782609,2.503478261,13.70347826,,,,11.03565217,0.017826087,6.699130435,11.03173913,2.274782609,0.431304348,0.210869565,0.002282442,1.47380529,341.6171601,,,,,,,,,,,,,,,,,,,,
D45,1200,,,,,-4.7,,51.28782609,2.503478261,13.70347826,,,,11.03565217,0.017826087,6.699130435,11.03173913,2.274782609,0.431304348,0.210869565,0.001516918,1.27629309,301.9027233,,,,,,,,,,,,,,,,,,,,
D50,1200,,,,,-4.7,,51.28782609,2.503478261,13.70347826,,,,11.03565217,0.017826087,6.699130435,11.03173913,2.274782609,0.431304348,0.210869565,0.002961626,2.379504,475.6413057,,,,,,,,,,,,,,,,,,,,
D52,1200,,,,,-4.7,,51.28782609,2.503478261,13.70347826,,,,11.03565217,0.017826087,6.699130435,11.03173913,2.274782609,0.431304348,0.210869565,0.002087269,1.50655689,289.3731889,,,,,,,,,,,,,,,,,,,,
D58,1200,,,,,-4.7,,51.28782609,2.503478261,13.70347826,,,,11.03565217,0.017826087,6.699130435,11.03173913,2.274782609,0.431304348,0.210869565,0.006095089,1.7886384,816.3464021,,,,,,,,,,,,,,,,,,,,
 D72,1200,,,,,-4.7,,51.28782609,2.503478261,13.70347826,,,,11.03565217,0.017826087,6.699130435,11.03173913,2.274782609,0.431304348,0.210869565,0.00606054,1.5769227,598.7141873,,,,,,,,,,,,,,,,,,,,
D85,1200,,,,,-4.7,,51.28782609,2.503478261,13.70347826,,,,11.03565217,0.017826087,6.699130435,11.03173913,2.274782609,0.431304348,0.210869565,0.00464526,1.6723368,465.7207489,,,,,,,,,,,,,,,,,,,,
D90,1200,,,,,-4.7,,51.28782609,2.503478261,13.70347826,,,,11.03565217,0.017826087,6.699130435,11.03173913,2.274782609,0.431304348,0.210869565,0.003793526,1.54011057,524.8334173,,,,,,,,,,,,,,,,,,,,
74220L-7,1200,,,,,-4.7,,51.28782609,2.503478261,13.70347826,,,,11.03565217,0.017826087,6.699130435,11.03173913,2.274782609,0.431304348,0.210869565,0.000437295,1.278830281,326.5135978,,,,,,,,,,,,,,,,,,,,
74220L-13,1200,,,,,-4.7,,51.28782609,2.503478261,13.70347826,,,,11.03565217,0.017826087,6.699130435,11.03173913,2.274782609,0.431304348,0.210869565,0.001245389,1.666059431,406.9945718,,,,,,,,,,,,,,,,,,,,
74220L-15,1200,,,,,-4.7,,51.28782609,2.503478261,13.70347826,,,,11.03565217,0.017826087,6.699130435,11.03173913,2.274782609,0.431304348,0.210869565,0.000915517,1.892464217,390.0928788,,,,,,,,,,,,,,,,,,,,
74220L-16,1200,,,,,-4.7,,51.28782609,2.503478261,13.70347826,,,,11.03565217,0.017826087,6.699130435,11.03173913,2.274782609,0.431304348,0.210869565,0.000792663,1.819187314,337.2053816,,,,,,,,,,,,,,,,,,,,
74220L-25,1200,,,,,-4.7,,51.28782609,2.503478261,13.70347826,,,,11.03565217,0.017826087,6.699130435,11.03173913,2.274782609,0.431304348,0.210869565,0.000276936,1.460499277,282.6931188,,,,,,,,,,,,,,,,,,,,
74220L-34,1200,,,,,-4.7,,51.28782609,2.503478261,13.70347826,,,,11.03565217,0.017826087,6.699130435,11.03173913,2.274782609,0.431304348,0.210869565,0.000712435,2.401073271,334.6374258,,,,,,,,,,,,,,,,,,,,
74220L-38,1200,,,,,-4.7,,51.28782609,2.503478261,13.70347826,,,,11.03565217,0.017826087,6.699130435,11.03173913,2.274782609,0.431304348,0.210869565,0.000652239,1.711436594,344.496173,,,,,,,,,,,,,,,,,,,,
74220 A2 MI,1200,,,,,-4.7,,51.28782609,2.503478261,13.70347826,,,,11.03565217,0.017826087,6.699130435,11.03173913,2.274782609,0.431304348,0.210869565,0.114369423,14.59333333,688.5382048,,,,,,,,,,,,,,,,,,,,
74220 N8 MI,1200,,,,,-4.7,,51.28782609,2.503478261,13.70347826,,,,11.03565217,0.017826087,6.699130435,11.03173913,2.274782609,0.431304348,0.210869565,0.070544022,11.31717631,552.5417578,,,,,,,,,,,,,,,,,,,,
74220 N9 MI,1200,,,,,-4.7,,51.28782609,2.503478261,13.70347826,,,,11.03565217,0.017826087,6.699130435,11.03173913,2.274782609,0.431304348,0.210869565,0.032133931,2.372224236,482.9170382,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1885B-12m2,1200,,535,,,,,51.28782609,2.503478261,13.70347826,,,,11.03565217,0.017826087,6.699130435,11.03173913,2.274782609,0.431304348,0.210869565,0.1,180,944,,0.15,,,,,,,,,,,,,,,,,,
1885B-14m1,1200,,297,,,,,51.28782609,2.503478261,13.70347826,,,,11.03565217,0.017826087,6.699130435,11.03173913,2.274782609,0.431304348,0.210869565,0.13,95,226,,0.14,,,,,,,,,,,,,,,,,,
1885B-14m2,1200,,190,,,,,51.28782609,2.503478261,13.70347826,,,,11.03565217,0.017826087,6.699130435,11.03173913,2.274782609,0.431304348,0.210869565,0.12,59,209,,0.14,,,,,,,,,,,,,,,,,,
S3-14m1,1200,,308,,,,,51.28782609,2.503478261,13.70347826,,,,11.03565217,0.017826087,6.699130435,11.03173913,2.274782609,0.431304348,0.210869565,0.18,99,468,,0.18,,,,,,,,,,,,,,,,,,
S3-24m1,1200,,462,,,,,51.28782609,2.503478261,13.70347826,,,,11.03565217,0.017826087,6.699130435,11.03173913,2.274782609,0.431304348,0.210869565,0.22,151,703,,0.15,,,,,,,,,,,,,,,,,,
S3-56m1,1200,,240,,,,,51.28782609,2.503478261,13.70347826,,,,11.03565217,0.017826087,6.699130435,11.03173913,2.274782609,0.431304348,0.210869565,0.16,76,976,,0.15,,,,,,,,,,,,,,,,,,
18-22m1,1200,,445,,,,,51.28782609,2.503478261,13.70347826,,,,11.03565217,0.017826087,6.699130435,11.03173913,2.274782609,0.431304348,0.210869565,0.26,145,397,,0.16,,,,,,,,,,,,,,,,,,
18-23m1,1200,,696,,,,,51.28782609,2.503478261,13.70347826,,,,11.03565217,0.017826087,6.699130435,11.03173913,2.274782609,0.431304348,0.210869565,0.18,233,600,,0.14,,,,,,,,,,,,,,,,,,
18-25m1,1200,,701,,,,,51.28782609,2.503478261,13.70347826,,,,11.03565217,0.017826087,6.699130435,11.03173913,2.274782609,0.431304348,0.210869565,0.25,239,1304,,0.17,,,,,,,,,,,,,,,,,,
S2-44m1,1200,,344,,,,,51.28782609,2.503478261,13.70347826,,,,11.03565217,0.017826087,6.699130435,11.03173913,2.274782609,0.431304348,0.210869565,0.24,110,777,,0.16,,,,,,,,,,,,,,,,,,
S2-38m1,1200,,234,,,,,51.28782609,2.503478261,13.70347826,,,,11.03565217,0.017826087,6.699130435,11.03173913,2.274782609,0.431304348,0.210869565,0.29,71,1237,,0.18,,,,,,,,,,,,,,,,,,
S2-11m1,1200,,422,,,,,51.28782609,2.503478261,13.70347826,,,,11.03565217,0.017826087,6.699130435,11.03173913,2.274782609,0.431304348,0.210869565,0.26,137,1170,,0.18,,,,,,,,,,,,,,,,,,
S1-24m1,1200,,316,,,,,51.28782609,2.503478261,13.70347826,,,,11.03565217,0.017826087,6.699130435,11.03173913,2.274782609,0.431304348,0.210869565,0.37,95,1141,,0.2,,,,,,,,,,,,,,,,,,
18-29m1,1200,,628,,,,,51.28782609,2.503478261,13.70347826,,,,11.03565217,0.017826087,6.699130435,11.03173913,2.274782609,0.431304348,0.210869565,0.29,209,977,,0.15,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hawaii high Si,1200,,,,,,,51.28782609,2.503478261,13.70347826,,,,11.03565217,0.017826087,6.699130435,11.03173913,2.274782609,0.431304348,0.210869565,3,1000,1000,,0.25,,,,,,,,,,,,,,,,,,
Ruapehu,1000,,1006,,0.5,,,62.54,0.97,15.3,,,,6.74,0.09,2.3,5.88,3.9,2.09,0,2.48,100,1719,,,,,5000,,,,,,,,,,,,,,,
Hawaii high Si,1200,,1543,,,-10,,51.28782609,2.503478261,13.70347826,,,,11.03565217,0.017826087,6.699130435,11.03173913,2.274782609,0.431304348,0.210869565,0,0,10000,,,,,,,,,,,,,,,,,,,,
Hawaii high Si,1200,,1543,,,-9,,51.28782609,2.503478261,13.70347826,,,,11.03565217,0.017826087,6.699130435,11.03173913,2.274782609,0.431304348,0.210869565,0,0,10000,,,,,,,,,,,,,,,,,,,,
Hawaii high Si,1200,,1543,,,-8,,51.28782609,2.503478261,13.70347826,,,,11.03565217,0.017826087,6.699130435,11.03173913,2.274782609,0.431304348,0.210869565,0,0,10000,,,,,,,,,,,,,,,,,,,,
Hawaii high Si,1200,,1543,,,-7,,51.28782609,2.503478261,13.70347826,,,,11.03565217,0.017826087,6.699130435,11.03173913,2.274782609,0.431304348,0.210869565,0,0,10000,,,,,,,,,,,,,,,,,,,,
Hawaii high Si,1200,,1543,,,-6,,51.28782609,2.503478261,13.70347826,,,,11.03565217,0.017826087,6.699130435,11.03173913,2.274782609,0.431304348,0.210869565,0,0,10000,,,,,,,,,,,,,,,,,,,,
Hawaii high Si,1200,,1543,,,-5,,51.28782609,2.503478261,13.70347826,,,,11.03565217,0.017826087,6.699130435,11.03173913,2.274782609,0.431304348,0.210869565,0,0,10000,,,,,,,,,,,,,,,,,,,,
Hawaii high Si,1200,,1543,,,-4,,51.28782609,2.503478261,13.70347826,,,,11.03565217,0.017826087,6.699130435,11.03173913,2.274782609,0.431304348,0.210869565,0,0,10000,,,,,,,,,,,,,,,,,,,,
Hawaii high Si,1200,,1543,,,-3,,51.28782609,2.503478261,13.70347826,,,,11.03565217,0.017826087,6.699130435,11.03173913,2.274782609,0.431304348,0.210869565,0,0,10000,,,,,,,,,,,,,,,,,,,,
Hawaii high Si,1200,,1543,,,-2,,51.28782609,2.503478261,13.70347826,,,,11.03565217,0.017826087,6.699130435,11.03173913,2.274782609,0.431304348,0.210869565,0,0,10000,,,,,,,,,,,,,,,,,,,,
Hawaii high Si,1200,,1543,,,-1.9,,51.28782609,2.503478261,13.70347826,,,,11.03565217,0.017826087,6.699130435,11.03173913,2.274782609,0.431304348,0.210869565,0,0,10000,,,,,,,,,,,,,,,,,,,,
Hawaii high Si,1200,,1543,,,-1.8,,51.28782609,2.503478261,13.70347826,,,,11.03565217,0.017826087,6.699130435,11.03173913,2.274782609,0.431304348,0.210869565,0,0,10000,,,,,,,,,,,,,,,,,,,,
Hawaii high Si,1200,,1543,,,-1.7,,51.28782609,2.503478261,13.70347826,,,,11.03565217,0.017826087,6.699130435,11.03173913,2.274782609,0.431304348,0.210869565,0,0,10000,,,,,,,,,,,,,,,,,,,,
Hawaii high Si,1200,,1543,,,-1.6,,51.28782609,2.503478261,13.70347826,,,,11.03565217,0.017826087,6.699130435,11.03173913,2.274782609,0.431304348,0.210869565,0,0,10000,,,,,,,,,,,,,,,,,,,,
Hawaii high Si,1200,,1543,,,-1.5,,51.28782609,2.503478261,13.70347826,,,,11.03565217,0.017826087,6.699130435,11.03173913,2.274782609,0.431304348,0.210869565,0,0,10000,,,,,,,,,,,,,,,,,,,,
Hawaii high Si,1200,,1543,,,-1.4,,51.28782609,2.503478261,13.70347826,,,,11.03565217,0.017826087,6.699130435,11.03173913,2.274782609,0.431304348,0.210869565,0,0,10000,,,,,,,,,,,,,,,,,,,,
Hawaii high Si,1200,,1543,,,-1.3,,51.28782609,2.503478261,13.70347826,,,,11.03565217,0.017826087,6.699130435,11.03173913,2.274782609,0.431304348,0.210869565,0,0,10000,,,,,,,,,,,,,,,,,,,,
Hawaii high Si,1200,,1543,,,-1.2,,51.28782609,2.503478261,13.70347826,,,,11.03565217,0.017826087,6.699130435,11.03173913,2.274782609,0.431304348,0.210869565,0,0,10000,,,,,,,,,,,,,,,,,,,,
